order_id,customer_id,order_date,product_id,quantity,discount_pct,sales,cost,status
500322,12556,2023-01-04,8,1,0.1,79.2,39,Completed
502383,18394,2023-01-04,3,3,0.15,122.4,63,Completed
510081,12644,2023-01-04,6,4,0.05,133.0,52,Completed
517119,10939,2023-01-04,3,1,0.05,45.6,21,Completed
502492,16445,2023-01-04,7,2,0.05,51.3,16,Cancelled
510396,11506,2023-01-04,7,1,0.05,25.65,8,Completed
511650,10876,2023-01-04,2,1,0.2,57.6,34,Completed
510184,10216,2023-01-04,3,1,0.0,48.0,21,Completed
511736,12203,2023-01-04,5,2,0.1,171.0,86,Completed
512962,10088,2023-01-05,10,1,0.2,88.0,54,Completed
516685,13566,2023-01-05,10,2,0.2,176.0,108,Completed
503881,11351,2023-01-05,9,1,0.1,55.8,28,Completed
511959,18299,2023-01-05,8,3,0.15,224.4,117,Completed
500498,15829,2023-01-05,5,1,0.0,95.0,43,Completed
513679,12474,2023-01-05,10,3,0.1,297.0,162,Completed
515666,12685,2023-01-05,10,1,0.0,110.0,54,Completed
513910,18028,2023-01-05,10,1,0.0,110.0,54,Completed
503709,14269,2023-01-05,5,2,0.0,190.0,86,Completed
517486,17046,2023-01-06,6,1,0.05,33.25,13,Completed
516175,11927,2023-01-06,7,3,0.05,76.95,24,Completed
501132,11566,2023-01-06,10,2,0.05,209.0,108,Completed
509003,10818,2023-01-06,2,2,0.0,144.0,68,Completed
512685,13320,2023-01-06,2,2,0.1,129.6,68,Completed
504529,16750,2023-01-06,7,1,0.05,25.65,8,Completed
514040,11907,2023-01-06,10,1,0.05,104.5,54,Completed
505738,15707,2023-01-06,1,1,0.1,130.5,79,Completed
515103,13952,2023-01-06,1,1,0.0,145.0,79,Completed
515609,10285,2023-01-06,8,2,0.0,176.0,78,Completed
514684,10768,2023-01-07,6,1,0.15,29.75,13,Completed
504860,11240,2023-01-07,2,1,0.2,57.6,34,Completed
501677,10546,2023-01-07,1,3,0.15,369.75,237,Returned
501503,12030,2023-01-07,7,1,0.0,27.0,8,Returned
501508,16789,2023-01-07,8,3,0.0,264.0,117,Cancelled
509726,13319,2023-01-07,8,1,0.0,88.0,39,Completed
512699,11265,2023-01-07,5,1,0.0,95.0,43,Completed
507728,10138,2023-01-07,3,1,0.15,40.8,21,Completed
501890,10748,2023-01-07,5,1,0.0,95.0,43,Completed
508820,12220,2023-01-07,7,2,0.1,48.6,16,Returned
507191,15125,2023-01-07,9,3,0.05,176.7,84,Completed
506859,13762,2023-01-07,9,2,0.05,117.8,56,Completed
505437,14485,2023-01-07,5,1,0.0,95.0,43,Completed
513660,10912,2023-01-08,7,1,0.0,27.0,8,Completed
507390,10282,2023-01-08,5,3,0.0,285.0,129,Completed
513024,16762,2023-01-08,2,1,0.0,72.0,34,Completed
513686,15734,2023-01-08,5,1,0.15,80.75,43,Completed
506540,13397,2023-01-08,8,1,0.05,83.6,39,Completed
501052,10526,2023-01-08,2,1,0.0,72.0,34,Completed
509502,13272,2023-01-08,1,1,0.0,145.0,79,Completed
511942,11124,2023-01-08,1,1,0.0,145.0,79,Completed
506872,13286,2023-01-08,5,1,0.0,95.0,43,Completed
508576,10045,2023-01-08,10,1,0.05,104.5,54,Completed
512505,15625,2023-01-08,8,1,0.2,70.4,39,Completed
510627,18118,2023-01-09,5,1,0.05,90.25,43,Completed
507560,11526,2023-01-09,7,1,0.15,22.95,8,Completed
504835,17485,2023-01-09,4,3,0.0,840.0,465,Returned
507200,14112,2023-01-09,9,2,0.2,99.2,56,Completed
502483,15929,2023-01-09,5,1,0.1,85.5,43,Completed
503174,14957,2023-01-09,4,2,0.1,504.0,310,Completed
514804,14059,2023-01-09,1,1,0.0,145.0,79,Completed
505163,16931,2023-01-09,1,1,0.1,130.5,79,Returned
517173,15926,2023-01-09,5,2,0.05,180.5,86,Completed
500727,10998,2023-01-09,1,2,0.0,290.0,158,Completed
509086,18142,2023-01-09,2,1,0.1,64.8,34,Completed
516721,18286,2023-01-10,1,1,0.2,116.0,79,Completed
503052,10467,2023-01-10,8,1,0.2,70.4,39,Completed
515205,12811,2023-01-10,3,3,0.2,115.2,63,Returned
506408,11178,2023-01-10,5,1,0.15,80.75,43,Completed
502260,16430,2023-01-10,8,1,0.05,83.6,39,Completed
513057,10588,2023-01-10,5,1,0.1,85.5,43,Completed
504177,14428,2023-01-10,10,3,0.0,330.0,162,Completed
514188,10400,2023-01-10,3,1,0.0,48.0,21,Completed
514710,14842,2023-01-10,6,1,0.2,28.0,13,Cancelled
509690,10707,2023-01-10,5,3,0.0,285.0,129,Completed
501286,12830,2023-01-11,5,1,0.0,95.0,43,Completed
514839,11261,2023-01-11,8,2,0.0,176.0,78,Completed
500250,13460,2023-01-11,3,2,0.0,96.0,42,Completed
501143,13698,2023-01-11,5,1,0.05,90.25,43,Completed
516705,16664,2023-01-11,3,4,0.0,192.0,84,Completed
500578,10047,2023-01-11,1,1,0.0,145.0,79,Completed
506400,13737,2023-01-11,10,1,0.05,104.5,54,Completed
516426,15139,2023-01-11,7,1,0.15,22.95,8,Completed
508280,14145,2023-01-11,1,1,0.0,145.0,79,Completed
510718,14203,2023-01-11,9,1,0.1,55.8,28,Completed
507413,13893,2023-01-11,2,1,0.15,61.2,34,Completed
506468,15340,2023-01-11,6,1,0.0,35.0,13,Completed
516367,11891,2023-01-11,5,2,0.0,190.0,86,Completed
504463,12515,2023-01-12,6,2,0.2,56.0,26,Completed
514278,10568,2023-01-12,9,3,0.05,176.7,84,Completed
515966,14046,2023-01-12,6,1,0.0,35.0,13,Completed
504687,12554,2023-01-12,10,2,0.0,220.0,108,Returned
516171,13049,2023-01-12,9,1,0.15,52.7,28,Completed
501499,12350,2023-01-12,1,1,0.05,137.75,79,Completed
515162,17411,2023-01-13,4,3,0.0,840.0,465,Completed
513761,10420,2023-01-13,10,1,0.1,99.0,54,Completed
508168,16351,2023-01-13,2,2,0.0,144.0,68,Completed
503923,13241,2023-01-13,1,2,0.0,290.0,158,Completed
512358,13807,2023-01-13,10,1,0.05,104.5,54,Cancelled
506984,16299,2023-01-13,3,2,0.0,96.0,42,Completed
513357,12327,2023-01-13,6,3,0.15,89.25,39,Completed
512543,18142,2023-01-13,7,2,0.0,54.0,16,Completed
506387,11238,2023-01-13,4,2,0.1,504.0,310,Completed
511453,13971,2023-01-13,8,2,0.05,167.2,78,Completed
505158,13919,2023-01-13,3,1,0.05,45.6,21,Completed
514328,11372,2023-01-13,4,1,0.05,266.0,155,Completed
516376,12639,2023-01-13,5,1,0.0,95.0,43,Completed
511471,11802,2023-01-13,1,2,0.1,261.0,158,Completed
516976,13780,2023-01-14,3,1,0.0,48.0,21,Completed
504639,10674,2023-01-14,7,1,0.15,22.95,8,Completed
506231,17244,2023-01-14,2,1,0.15,61.2,34,Completed
504784,14338,2023-01-14,6,1,0.0,35.0,13,Completed
509652,15412,2023-01-14,10,2,0.15,187.0,108,Completed
506200,14957,2023-01-14,1,1,0.0,145.0,79,Completed
502621,13460,2023-01-14,9,2,0.1,111.6,56,Completed
500620,13277,2023-01-14,1,1,0.05,137.75,79,Completed
507325,12253,2023-01-14,1,1,0.0,145.0,79,Completed
501133,13069,2023-01-14,6,2,0.0,70.0,26,Completed
511018,10385,2023-01-14,4,1,0.0,280.0,155,Completed
516054,11240,2023-01-14,3,1,0.0,48.0,21,Completed
509685,18053,2023-01-14,5,2,0.05,180.5,86,Completed
511397,10392,2023-01-14,7,4,0.0,108.0,32,Completed
517899,11466,2023-01-14,5,1,0.1,85.5,43,Returned
502703,12479,2023-01-14,1,1,0.05,137.75,79,Completed
517415,13938,2023-01-14,5,1,0.05,90.25,43,Completed
502527,10870,2023-01-14,3,2,0.0,96.0,42,Completed
505278,14950,2023-01-14,7,3,0.05,76.95,24,Returned
502588,15782,2023-01-14,7,1,0.15,22.95,8,Cancelled
505896,12425,2023-01-14,5,2,0.05,180.5,86,Completed
502201,14947,2023-01-14,6,2,0.1,63.0,26,Completed
517447,12041,2023-01-15,8,3,0.0,264.0,117,Completed
509570,16640,2023-01-15,7,2,0.05,51.3,16,Completed
516227,17755,2023-01-15,9,2,0.0,124.0,56,Completed
503192,11399,2023-01-15,10,3,0.05,313.5,162,Completed
512089,12686,2023-01-15,2,1,0.0,72.0,34,Completed
507794,12479,2023-01-15,3,2,0.0,96.0,42,Completed
511258,14403,2023-01-15,7,2,0.1,48.6,16,Completed
500233,11579,2023-01-15,7,1,0.05,25.65,8,Completed
510585,13465,2023-01-15,1,3,0.2,348.0,237,Completed
508631,14605,2023-01-15,9,4,0.1,223.2,112,Completed
502306,18062,2023-01-16,3,2,0.0,96.0,42,Completed
516767,11584,2023-01-16,5,4,0.1,342.0,172,Completed
501519,12964,2023-01-16,9,2,0.0,124.0,56,Completed
517292,16027,2023-01-16,10,1,0.0,110.0,54,Completed
506168,12441,2023-01-16,10,2,0.0,220.0,108,Completed
517223,13240,2023-01-16,1,2,0.0,290.0,158,Completed
517860,15620,2023-01-16,10,1,0.15,93.5,54,Returned
509340,16788,2023-01-16,3,3,0.15,122.4,63,Completed
501147,15153,2023-01-16,8,1,0.05,83.6,39,Completed
508740,15623,2023-01-16,2,3,0.15,183.6,102,Cancelled
501141,11697,2023-01-16,3,1,0.0,48.0,21,Completed
504080,15034,2023-01-16,8,2,0.0,176.0,78,Completed
509307,10072,2023-01-16,1,1,0.15,123.25,79,Completed
508945,11136,2023-01-16,5,1,0.1,85.5,43,Completed
513699,10576,2023-01-16,4,2,0.0,560.0,310,Completed
505390,12856,2023-01-17,2,1,0.0,72.0,34,Completed
504572,12661,2023-01-17,8,1,0.05,83.6,39,Completed
517566,16414,2023-01-17,7,2,0.1,48.6,16,Cancelled
501208,11529,2023-01-17,7,1,0.0,27.0,8,Cancelled
510300,12618,2023-01-17,3,1,0.15,40.8,21,Completed
501367,13063,2023-01-17,1,1,0.0,145.0,79,Completed
510261,11687,2023-01-17,5,1,0.1,85.5,43,Completed
511321,12460,2023-01-17,5,2,0.0,190.0,86,Completed
511890,12527,2023-01-17,3,2,0.0,96.0,42,Completed
516658,12944,2023-01-17,2,1,0.1,64.8,34,Completed
514700,13706,2023-01-17,3,2,0.0,96.0,42,Completed
502612,12519,2023-01-17,9,1,0.2,49.6,28,Completed
506911,10547,2023-01-17,2,2,0.15,122.4,68,Completed
513634,11107,2023-01-17,1,2,0.1,261.0,158,Completed
500939,11373,2023-01-17,5,1,0.2,76.0,43,Completed
505747,14578,2023-01-17,9,1,0.2,49.6,28,Returned
502704,17958,2023-01-17,2,2,0.05,136.8,68,Completed
510586,11055,2023-01-17,10,2,0.0,220.0,108,Completed
508783,15055,2023-01-17,7,2,0.05,51.3,16,Completed
513183,11942,2023-01-18,1,1,0.05,137.75,79,Completed
500426,16710,2023-01-18,6,1,0.2,28.0,13,Completed
514751,15970,2023-01-18,3,1,0.1,43.2,21,Completed
501915,11859,2023-01-18,4,1,0.0,280.0,155,Completed
506048,10450,2023-01-18,9,3,0.05,176.7,84,Completed
517912,16095,2023-01-18,7,2,0.0,54.0,16,Completed
507427,18004,2023-01-18,5,1,0.05,90.25,43,Completed
509595,17919,2023-01-18,1,1,0.0,145.0,79,Completed
513665,10689,2023-01-18,2,2,0.0,144.0,68,Completed
503300,17184,2023-01-18,10,1,0.0,110.0,54,Completed
509775,11527,2023-01-18,8,1,0.0,88.0,39,Completed
516330,10230,2023-01-18,4,1,0.1,252.0,155,Completed
511174,14071,2023-01-18,1,2,0.0,290.0,158,Returned
508457,17511,2023-01-18,10,1,0.05,104.5,54,Completed
511955,10647,2023-01-18,7,1,0.15,22.95,8,Completed
506696,17101,2023-01-18,8,1,0.2,70.4,39,Completed
509992,11030,2023-01-19,7,1,0.0,27.0,8,Completed
509368,11403,2023-01-19,2,2,0.05,136.8,68,Returned
500496,17389,2023-01-19,2,1,0.0,72.0,34,Completed
507653,13603,2023-01-19,5,4,0.1,342.0,172,Completed
515283,14509,2023-01-19,1,1,0.0,145.0,79,Cancelled
504923,17786,2023-01-19,2,1,0.15,61.2,34,Completed
512561,12071,2023-01-19,1,1,0.0,145.0,79,Completed
514674,17525,2023-01-19,9,1,0.0,62.0,28,Completed
505509,15696,2023-01-19,8,1,0.05,83.6,39,Cancelled
515933,12008,2023-01-19,2,1,0.1,64.8,34,Completed
505722,15603,2023-01-19,2,2,0.0,144.0,68,Completed
507384,14794,2023-01-19,5,1,0.0,95.0,43,Completed
507108,10164,2023-01-19,4,1,0.2,224.0,155,Completed
505482,14969,2023-01-20,9,1,0.1,55.8,28,Completed
514731,14019,2023-01-20,2,2,0.1,129.6,68,Completed
506682,10971,2023-01-20,2,2,0.2,115.2,68,Completed
511006,11351,2023-01-20,2,1,0.0,72.0,34,Completed
509781,16667,2023-01-20,2,1,0.0,72.0,34,Completed
500155,10100,2023-01-20,2,1,0.05,68.4,34,Completed
507740,16233,2023-01-20,1,1,0.0,145.0,79,Completed
511505,11483,2023-01-20,1,1,0.05,137.75,79,Cancelled
505991,13848,2023-01-20,2,1,0.0,72.0,34,Completed
516879,10445,2023-01-21,9,1,0.0,62.0,28,Completed
500192,14348,2023-01-21,1,1,0.0,145.0,79,Completed
503231,17369,2023-01-21,5,2,0.1,171.0,86,Completed
517142,12425,2023-01-21,7,1,0.0,27.0,8,Completed
509864,14634,2023-01-21,9,1,0.2,49.6,28,Completed
510792,16157,2023-01-21,9,1,0.1,55.8,28,Completed
513843,12317,2023-01-21,5,1,0.0,95.0,43,Completed
516224,11888,2023-01-21,1,1,0.1,130.5,79,Completed
506730,17433,2023-01-21,9,1,0.05,58.9,28,Completed
507222,13889,2023-01-21,8,1,0.1,79.2,39,Returned
506206,16738,2023-01-21,10,2,0.05,209.0,108,Completed
502029,16299,2023-01-22,1,1,0.0,145.0,79,Completed
503019,12767,2023-01-22,10,1,0.0,110.0,54,Completed
503328,11909,2023-01-22,1,1,0.0,145.0,79,Completed
507326,14748,2023-01-22,8,1,0.05,83.6,39,Completed
504053,15083,2023-01-22,1,2,0.1,261.0,158,Completed
500829,18398,2023-01-22,1,2,0.15,246.5,158,Completed
512200,12951,2023-01-22,5,2,0.0,190.0,86,Completed
506022,11145,2023-01-22,1,3,0.05,413.25,237,Completed
504299,10787,2023-01-22,5,1,0.2,76.0,43,Completed
517479,11622,2023-01-22,7,1,0.15,22.95,8,Completed
501825,10974,2023-01-22,1,2,0.1,261.0,158,Completed
501405,16224,2023-01-22,5,1,0.0,95.0,43,Returned
507454,14448,2023-01-22,7,2,0.0,54.0,16,Completed
508704,16060,2023-01-22,7,1,0.1,24.3,8,Returned
512804,17041,2023-01-22,6,3,0.05,99.75,39,Completed
507502,15216,2023-01-22,7,2,0.05,51.3,16,Completed
513747,16573,2023-01-22,4,1,0.0,280.0,155,Completed
501096,16528,2023-01-22,9,1,0.15,52.7,28,Completed
517044,15230,2023-01-22,3,1,0.05,45.6,21,Completed
512967,16980,2023-01-22,4,1,0.05,266.0,155,Completed
508393,12421,2023-01-23,6,1,0.0,35.0,13,Completed
504579,17093,2023-01-23,2,1,0.15,61.2,34,Returned
501954,13529,2023-01-23,2,1,0.0,72.0,34,Returned
500211,10454,2023-01-23,6,1,0.15,29.75,13,Completed
506518,13965,2023-01-23,1,1,0.0,145.0,79,Completed
508798,17994,2023-01-23,1,2,0.0,290.0,158,Completed
516582,16508,2023-01-23,9,2,0.0,124.0,56,Completed
507113,11268,2023-01-23,10,1,0.0,110.0,54,Returned
517496,15212,2023-01-23,10,1,0.15,93.5,54,Completed
500332,16071,2023-01-23,9,1,0.0,62.0,28,Completed
504381,10945,2023-01-23,2,1,0.05,68.4,34,Completed
504742,14378,2023-01-23,7,2,0.1,48.6,16,Completed
502208,15115,2023-01-23,3,1,0.0,48.0,21,Returned
503577,11147,2023-01-23,2,2,0.0,144.0,68,Completed
506919,11404,2023-01-23,8,1,0.0,88.0,39,Completed
516197,13197,2023-01-23,2,2,0.1,129.6,68,Completed
505527,13421,2023-01-24,3,1,0.0,48.0,21,Completed
510341,16345,2023-01-24,6,3,0.05,99.75,39,Completed
507630,14461,2023-01-24,5,1,0.0,95.0,43,Completed
506040,10267,2023-01-24,9,1,0.0,62.0,28,Completed
506585,12841,2023-01-24,7,1,0.05,25.65,8,Completed
503044,11918,2023-01-25,6,1,0.15,29.75,13,Completed
517070,16057,2023-01-25,6,3,0.0,105.0,39,Completed
510211,12416,2023-01-25,5,4,0.0,380.0,172,Completed
505400,11622,2023-01-25,7,2,0.0,54.0,16,Cancelled
510356,14041,2023-01-25,9,1,0.0,62.0,28,Completed
511047,13498,2023-01-25,1,1,0.0,145.0,79,Completed
510889,15428,2023-01-25,10,2,0.15,187.0,108,Completed
513409,10552,2023-01-25,5,3,0.0,285.0,129,Completed
503304,10881,2023-01-25,3,1,0.05,45.6,21,Completed
501986,10180,2023-01-25,3,1,0.1,43.2,21,Completed
505103,10604,2023-01-26,2,2,0.05,136.8,68,Completed
500066,15162,2023-01-26,9,1,0.05,58.9,28,Completed
513113,16240,2023-01-26,3,1,0.0,48.0,21,Cancelled
514490,14685,2023-01-26,5,1,0.0,95.0,43,Completed
512265,12889,2023-01-26,7,1,0.0,27.0,8,Completed
502890,16818,2023-01-26,9,2,0.2,99.2,56,Completed
510338,12078,2023-01-26,7,2,0.1,48.6,16,Completed
517618,10572,2023-01-26,6,1,0.05,33.25,13,Completed
507054,10241,2023-01-26,3,3,0.0,144.0,63,Completed
501452,12504,2023-01-26,1,2,0.0,290.0,158,Completed
515390,17604,2023-01-26,4,2,0.0,560.0,310,Completed
514795,16302,2023-01-26,6,2,0.0,70.0,26,Completed
517125,11855,2023-01-26,1,1,0.15,123.25,79,Completed
508642,17965,2023-01-26,9,1,0.0,62.0,28,Completed
501763,16204,2023-01-26,1,1,0.05,137.75,79,Completed
515776,15747,2023-01-26,3,1,0.0,48.0,21,Completed
510629,15614,2023-01-26,6,1,0.05,33.25,13,Completed
504774,12833,2023-01-26,2,1,0.0,72.0,34,Completed
503205,15216,2023-01-26,3,2,0.15,81.6,42,Completed
503041,13652,2023-01-26,5,2,0.2,152.0,86,Completed
507881,13687,2023-01-27,9,1,0.05,58.9,28,Completed
505180,13676,2023-01-27,8,1,0.05,83.6,39,Returned
514630,15413,2023-01-27,8,1,0.0,88.0,39,Completed
508284,11075,2023-01-27,2,1,0.1,64.8,34,Completed
510077,15161,2023-01-27,7,1,0.0,27.0,8,Completed
502042,14736,2023-01-27,3,2,0.1,86.4,42,Completed
514832,11178,2023-01-27,6,2,0.05,66.5,26,Completed
503967,14116,2023-01-27,9,1,0.0,62.0,28,Completed
514386,14878,2023-01-27,9,1,0.1,55.8,28,Completed
512612,12959,2023-01-28,9,1,0.0,62.0,28,Completed
515452,12056,2023-01-28,9,1,0.1,55.8,28,Completed
512261,15442,2023-01-28,7,2,0.0,54.0,16,Completed
503616,14596,2023-01-28,9,2,0.0,124.0,56,Completed
506500,17716,2023-01-28,3,1,0.0,48.0,21,Completed
507545,13142,2023-01-28,5,2,0.15,161.5,86,Completed
512381,16384,2023-01-28,9,1,0.0,62.0,28,Completed
506101,14284,2023-01-28,9,1,0.05,58.9,28,Completed
505277,11395,2023-01-28,9,1,0.05,58.9,28,Completed
512550,16818,2023-01-28,7,1,0.05,25.65,8,Completed
500219,16690,2023-01-28,6,1,0.05,33.25,13,Completed
512223,12850,2023-01-28,8,3,0.0,264.0,117,Completed
515564,10826,2023-01-29,10,1,0.1,99.0,54,Completed
510365,11673,2023-01-29,8,2,0.1,158.4,78,Completed
506362,11322,2023-01-29,7,1,0.0,27.0,8,Completed
508028,11413,2023-01-29,4,2,0.0,560.0,310,Completed
500666,10299,2023-01-29,8,2,0.0,176.0,78,Completed
507848,12479,2023-01-29,6,1,0.0,35.0,13,Completed
509444,10899,2023-01-29,6,2,0.2,56.0,26,Completed
503912,15576,2023-01-29,9,1,0.15,52.7,28,Completed
517517,11922,2023-01-29,5,1,0.15,80.75,43,Completed
515859,15351,2023-01-29,7,1,0.05,25.65,8,Completed
512586,12962,2023-01-29,6,2,0.1,63.0,26,Completed
509998,12264,2023-01-29,6,1,0.05,33.25,13,Completed
516221,11456,2023-01-30,7,1,0.05,25.65,8,Returned
516424,15910,2023-01-30,4,2,0.05,532.0,310,Completed
514049,17569,2023-01-30,5,2,0.05,180.5,86,Completed
508621,14378,2023-01-30,10,1,0.0,110.0,54,Completed
506141,15876,2023-01-30,10,3,0.05,313.5,162,Completed
508431,11114,2023-01-30,10,3,0.1,297.0,162,Completed
512545,11646,2023-01-30,10,1,0.0,110.0,54,Completed
511682,16409,2023-01-30,2,1,0.0,72.0,34,Completed
504981,11220,2023-01-30,10,1,0.0,110.0,54,Completed
515602,14724,2023-01-30,5,1,0.2,76.0,43,Completed
517975,11889,2023-01-30,8,3,0.0,264.0,117,Completed
514910,11520,2023-01-30,1,2,0.05,275.5,158,Returned
500058,11800,2023-01-30,5,1,0.2,76.0,43,Completed
508967,13262,2023-01-30,6,1,0.0,35.0,13,Completed
508745,17668,2023-01-30,10,2,0.0,220.0,108,Completed
511567,11871,2023-01-30,1,1,0.0,145.0,79,Completed
513133,10881,2023-01-30,6,2,0.0,70.0,26,Completed
502105,16230,2023-01-30,10,2,0.0,220.0,108,Completed
514420,10152,2023-01-30,3,1,0.0,48.0,21,Completed
517930,14048,2023-01-31,5,1,0.15,80.75,43,Completed
507918,17036,2023-01-31,10,1,0.05,104.5,54,Completed
515634,10253,2023-01-31,3,1,0.15,40.8,21,Completed
513399,16993,2023-01-31,10,1,0.05,104.5,54,Completed
516047,14017,2023-01-31,9,3,0.0,186.0,84,Completed
504970,17591,2023-01-31,2,1,0.0,72.0,34,Completed
515060,12374,2023-01-31,7,2,0.0,54.0,16,Cancelled
512322,14968,2023-01-31,8,2,0.05,167.2,78,Completed
515912,10902,2023-01-31,8,1,0.15,74.8,39,Completed
506613,14320,2023-01-31,5,2,0.2,152.0,86,Returned
501744,10044,2023-01-31,5,1,0.0,95.0,43,Completed
504060,17939,2023-01-31,5,2,0.0,190.0,86,Cancelled
506075,18460,2023-02-01,5,1,0.05,90.25,43,Completed
509507,10838,2023-02-01,7,1,0.0,27.0,8,Completed
507654,13061,2023-02-01,5,1,0.0,95.0,43,Completed
511634,12618,2023-02-01,9,1,0.05,58.9,28,Completed
503928,10133,2023-02-01,1,2,0.0,290.0,158,Completed
506356,10140,2023-02-01,4,1,0.05,266.0,155,Completed
507864,10138,2023-02-01,3,1,0.0,48.0,21,Completed
504922,14578,2023-02-01,1,1,0.0,145.0,79,Completed
503023,10884,2023-02-01,5,1,0.0,95.0,43,Completed
503950,10831,2023-02-01,3,1,0.1,43.2,21,Completed
517034,10410,2023-02-01,9,4,0.05,235.6,112,Completed
504776,13777,2023-02-01,5,1,0.0,95.0,43,Completed
503701,11682,2023-02-02,8,2,0.0,176.0,78,Completed
507231,11900,2023-02-02,7,2,0.0,54.0,16,Completed
515388,17298,2023-02-02,8,3,0.05,250.8,117,Completed
509939,14075,2023-02-02,8,1,0.05,83.6,39,Completed
505776,17298,2023-02-02,1,1,0.0,145.0,79,Completed
500421,12239,2023-02-02,10,1,0.0,110.0,54,Completed
507827,10222,2023-02-02,1,1,0.05,137.75,79,Completed
508663,11520,2023-02-02,9,2,0.05,117.8,56,Completed
512649,10509,2023-02-02,8,1,0.0,88.0,39,Completed
517423,16582,2023-02-03,8,1,0.1,79.2,39,Completed
502003,10139,2023-02-03,3,1,0.1,43.2,21,Completed
515367,14939,2023-02-03,3,2,0.15,81.6,42,Completed
517638,10032,2023-02-03,3,1,0.0,48.0,21,Completed
515979,16124,2023-02-03,2,1,0.05,68.4,34,Cancelled
500738,10821,2023-02-03,6,2,0.0,70.0,26,Completed
507558,15465,2023-02-03,1,1,0.2,116.0,79,Completed
504552,14673,2023-02-03,2,1,0.0,72.0,34,Completed
504474,14473,2023-02-03,8,1,0.0,88.0,39,Completed
510504,14343,2023-02-03,4,1,0.0,280.0,155,Completed
500287,12090,2023-02-03,2,1,0.05,68.4,34,Completed
515649,16674,2023-02-03,1,1,0.1,130.5,79,Completed
516612,16193,2023-02-03,10,3,0.05,313.5,162,Returned
517134,11821,2023-02-04,5,1,0.0,95.0,43,Completed
501706,14045,2023-02-04,5,1,0.05,90.25,43,Cancelled
506134,17027,2023-02-04,3,2,0.2,76.8,42,Completed
500728,10486,2023-02-04,4,1,0.0,280.0,155,Completed
506597,14342,2023-02-04,9,1,0.1,55.8,28,Completed
511373,12696,2023-02-04,2,1,0.0,72.0,34,Completed
516297,16642,2023-02-04,10,2,0.05,209.0,108,Completed
506270,16261,2023-02-04,3,2,0.05,91.2,42,Completed
513852,10381,2023-02-04,6,1,0.0,35.0,13,Completed
504933,14939,2023-02-04,1,1,0.05,137.75,79,Completed
517010,12220,2023-02-04,1,2,0.05,275.5,158,Completed
508990,12076,2023-02-04,1,2,0.15,246.5,158,Completed
506763,14945,2023-02-04,1,3,0.15,369.75,237,Completed
